Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_39_27,VPWR,li1,20.7000,116.9600,1.799997
FILLER_39_15,VPWR,li1,15.1800,116.9600,1.799997
FILLER_39_3,VPWR,li1,9.6600,116.9600,1.799997
FILLER_38_244,VPWR,li1,119.6000,116.9600,1.799984
FILLER_38_232,VPWR,li1,115.0000,116.9600,1.799984
FILLER_38_220,VPWR,li1,109.4800,116.9600,1.799984
FILLER_38_197,VPWR,li1,97.5200,116.9600,1.799984
FILLER_38_194,VPWR,li1,95.2200,116.9600,1.799984
FILLER_38_186,VPWR,li1,92.9200,116.9600,1.799984
FILLER_38_166,VPWR,li1,82.5700,116.9600,1.799984
FILLER_38_158,VPWR,li1,80.0400,116.9600,1.799985
FILLER_38_146,VPWR,li1,75.4400,116.9600,1.799985
FILLER_38_139,VPWR,li1,69.6900,116.9600,1.799986
FILLER_38_127,VPWR,li1,66.7000,116.9600,1.799986
FILLER_38_123,VPWR,li1,62.3300,116.9600,1.799986
FILLER_38_111,VPWR,li1,59.3400,116.9600,1.799987
FILLER_38_77,VPWR,li1,41.8600,116.9600,1.799991
FILLER_38_65,VPWR,li1,38.1800,116.9600,1.799992
FILLER_38_53,VPWR,li1,32.6600,116.9600,1.799994
FILLER_38_41,VPWR,li1,27.1400,116.9600,1.799995
FILLER_38_29,VPWR,li1,21.6200,116.9600,1.799997
FILLER_38_25,VPWR,li1,17.7100,116.9600,1.799997
FILLER_38_21,VPWR,li1,15.4100,116.9600,1.799997
FILLER_38_15,VPWR,li1,13.8000,116.9600,1.799997
FILLER_38_3,VPWR,li1,9.6600,116.9600,1.799997
FILLER_37_249,VPWR,li1,120.7500,111.5200,1.799988
FILLER_37_237,VPWR,li1,117.3000,111.5200,1.799988
FILLER_37_225,VPWR,li1,111.7800,111.5200,1.799988
FILLER_37_221,VPWR,li1,107.8700,111.5200,1.799988
FILLER_37_194,VPWR,li1,94.9900,111.5200,1.799989
FILLER_37_190,VPWR,li1,93.8400,111.5200,1.799989
FILLER_37_184,VPWR,li1,90.3900,111.5200,1.799989
FILLER_37_180,VPWR,li1,89.2400,111.5200,1.799989
FILLER_37_173,VPWR,li1,85.3300,111.5200,1.799989
FILLER_37_169,VPWR,li1,84.1800,111.5200,1.799989
FILLER_37_167,VPWR,li1,82.5700,111.5200,1.799989
FILLER_37_161,VPWR,li1,80.9600,111.5200,1.799989
FILLER_37_149,VPWR,li1,76.8200,111.5200,1.799990
FILLER_37_137,VPWR,li1,71.3000,111.5200,1.799990
FILLER_37_125,VPWR,li1,65.7800,111.5200,1.799990
FILLER_37_113,VPWR,li1,60.2600,111.5200,1.799991
FILLER_37_110,VPWR,li1,56.5800,111.5200,1.799991
FILLER_37_98,VPWR,li1,53.3600,111.5200,1.799991
FILLER_37_69,VPWR,li1,38.6400,111.5200,1.799993
FILLER_37_57,VPWR,li1,34.5000,111.5200,1.799994
FILLER_37_50,VPWR,li1,29.9000,111.5200,1.799995
FILLER_37_38,VPWR,li1,25.7600,111.5200,1.799996
FILLER_37_15,VPWR,li1,13.1100,111.5200,1.799997
FILLER_37_3,VPWR,li1,9.6600,111.5200,1.799997
FILLER_36_245,VPWR,li1,118.9100,111.5200,1.799988
FILLER_36_241,VPWR,li1,116.6100,111.5200,1.799988
FILLER_36_233,VPWR,li1,114.5400,111.5200,1.799988
FILLER_36_221,VPWR,li1,109.9400,111.5200,1.799988
FILLER_36_209,VPWR,li1,104.4200,111.5200,1.799988
FILLER_36_197,VPWR,li1,98.9000,111.5200,1.799988
FILLER_36_194,VPWR,li1,95.2200,111.5200,1.799989
FILLER_36_183,VPWR,li1,89.9300,111.5200,1.799989
FILLER_36_177,VPWR,li1,88.3200,111.5200,1.799989
FILLER_36_165,VPWR,li1,84.1800,111.5200,1.799989
FILLER_36_157,VPWR,li1,78.2000,111.5200,1.799990
FILLER_36_150,VPWR,li1,74.9800,111.5200,1.799990
FILLER_36_141,VPWR,li1,71.0700,111.5200,1.799990
FILLER_36_139,VPWR,li1,69.6900,111.5200,1.799990
FILLER_36_131,VPWR,li1,67.6200,111.5200,1.799990
FILLER_36_122,VPWR,li1,63.0200,111.5200,1.799990
FILLER_36_117,VPWR,li1,59.8000,111.5200,1.799991
FILLER_36_105,VPWR,li1,56.5800,111.5200,1.799991
FILLER_36_82,VPWR,li1,43.7000,111.5200,1.799992
FILLER_36_55,VPWR,li1,31.2800,111.5200,1.799994
FILLER_36_49,VPWR,li1,28.7500,111.5200,1.799995
FILLER_36_41,VPWR,li1,26.2200,111.5200,1.799996
FILLER_36_29,VPWR,li1,20.2400,111.5200,1.799997
FILLER_36_21,VPWR,li1,15.4100,111.5200,1.799997
FILLER_36_15,VPWR,li1,13.8000,111.5200,1.799997
FILLER_36_3,VPWR,li1,9.6600,111.5200,1.799997
FILLER_35_249,VPWR,li1,120.7500,106.0800,1.799939
FILLER_35_241,VPWR,li1,118.2200,106.0800,1.799939
FILLER_35_225,VPWR,li1,110.8600,106.0800,1.799939
FILLER_35_223,VPWR,li1,108.3300,106.0800,1.799939
FILLER_35_215,VPWR,li1,106.2600,106.0800,1.799939
FILLER_35_203,VPWR,li1,101.6600,106.0800,1.799939
FILLER_35_182,VPWR,li1,89.4700,106.0800,1.799939
FILLER_35_174,VPWR,li1,87.4000,106.0800,1.799940
FILLER_35_154,VPWR,li1,77.0500,106.0800,1.799940
FILLER_35_113,VPWR,li1,57.7300,106.0800,1.799950
FILLER_35_103,VPWR,li1,53.5900,106.0800,1.799952
FILLER_35_95,VPWR,li1,51.0600,106.0800,1.799955
FILLER_35_83,VPWR,li1,46.4600,106.0800,1.799958
FILLER_35_57,VPWR,li1,32.4300,106.0800,1.799972
FILLER_35_50,VPWR,li1,29.9000,106.0800,1.799975
FILLER_35_38,VPWR,li1,25.7600,106.0800,1.799981
FILLER_35_3,VPWR,li1,9.6600,106.0800,1.799985
FILLER_34_251,VPWR,li1,121.2100,106.0800,1.799939
FILLER_34_245,VPWR,li1,119.6000,106.0800,1.799939
FILLER_34_221,VPWR,li1,108.1000,106.0800,1.799939
FILLER_34_209,VPWR,li1,104.4200,106.0800,1.799939
FILLER_34_197,VPWR,li1,98.9000,106.0800,1.799939
FILLER_34_195,VPWR,li1,95.4500,106.0800,1.799939
FILLER_34_187,VPWR,li1,93.3800,106.0800,1.799939
FILLER_34_175,VPWR,li1,88.7800,106.0800,1.799940
FILLER_34_147,VPWR,li1,74.9800,106.0800,1.799941
FILLER_34_97,VPWR,li1,50.8300,106.0800,1.799955
FILLER_34_85,VPWR,li1,47.3800,106.0800,1.799958
FILLER_34_83,VPWR,li1,43.9300,106.0800,1.799961
FILLER_34_54,VPWR,li1,31.0500,106.0800,1.799975
FILLER_34_47,VPWR,li1,28.0600,106.0800,1.799978
FILLER_34_41,VPWR,li1,25.0700,106.0800,1.799981
FILLER_34_29,VPWR,li1,21.6200,106.0800,1.799986
FILLER_34_7,VPWR,li1,8.9700,106.0800,1.799985
FILLER_34_3,VPWR,li1,7.8200,106.0800,1.799985
FILLER_33_250,VPWR,li1,120.9800,100.6400,1.799993
FILLER_33_229,VPWR,li1,111.0900,100.6400,1.799993
FILLER_33_225,VPWR,li1,109.9400,100.6400,1.799993
FILLER_33_204,VPWR,li1,102.1200,100.6400,1.799993
FILLER_33_192,VPWR,li1,96.6000,100.6400,1.799993
FILLER_33_180,VPWR,li1,91.0800,100.6400,1.799993
FILLER_33_169,VPWR,li1,83.4900,100.6400,1.799993
FILLER_33_160,VPWR,li1,80.9600,100.6400,1.799993
FILLER_33_148,VPWR,li1,76.3600,100.6400,1.799993
FILLER_33_136,VPWR,li1,70.8400,100.6400,1.799993
FILLER_33_113,VPWR,li1,58.1900,100.6400,1.799993
FILLER_33_109,VPWR,li1,56.3500,100.6400,1.799994
FILLER_33_101,VPWR,li1,53.8200,100.6400,1.799994
FILLER_33_89,VPWR,li1,49.2200,100.6400,1.799994
FILLER_33_77,VPWR,li1,43.7000,100.6400,1.799995
FILLER_33_15,VPWR,li1,12.6500,100.6400,1.799997
FILLER_33_3,VPWR,li1,9.6600,100.6400,1.799997
FILLER_32_246,VPWR,li1,119.3700,100.6400,1.799993
FILLER_32_237,VPWR,li1,115.2300,100.6400,1.799993
FILLER_32_210,VPWR,li1,102.3500,100.6400,1.799993
FILLER_32_206,VPWR,li1,101.2000,100.6400,1.799993
FILLER_32_161,VPWR,li1,80.0400,100.6400,1.799993
FILLER_32_153,VPWR,li1,77.7400,100.6400,1.799993
FILLER_32_141,VPWR,li1,73.1400,100.6400,1.799993
FILLER_32_139,VPWR,li1,69.6900,100.6400,1.799993
FILLER_32_127,VPWR,li1,66.7000,100.6400,1.799993
FILLER_32_115,VPWR,li1,61.1800,100.6400,1.799993
FILLER_32_103,VPWR,li1,55.6600,100.6400,1.799994
FILLER_32_93,VPWR,li1,48.5300,100.6400,1.799994
FILLER_32_85,VPWR,li1,46.4600,100.6400,1.799994
FILLER_32_83,VPWR,li1,43.9300,100.6400,1.799995
FILLER_32_77,VPWR,li1,42.3200,100.6400,1.799995
FILLER_32_65,VPWR,li1,38.1800,100.6400,1.799995
FILLER_32_53,VPWR,li1,32.6600,100.6400,1.799996
FILLER_32_41,VPWR,li1,27.1400,100.6400,1.799996
FILLER_32_29,VPWR,li1,21.6200,100.6400,1.799997
FILLER_32_27,VPWR,li1,18.1700,100.6400,1.799997
FILLER_32_15,VPWR,li1,15.1800,100.6400,1.799997
FILLER_32_3,VPWR,li1,9.6600,100.6400,1.799997
FILLER_31_249,VPWR,li1,120.7500,95.2000,1.799949
FILLER_31_237,VPWR,li1,117.3000,95.2000,1.799949
FILLER_31_225,VPWR,li1,111.7800,95.2000,1.799949
FILLER_31_223,VPWR,li1,108.3300,95.2000,1.799949
FILLER_31_208,VPWR,li1,101.4300,95.2000,1.799949
FILLER_31_204,VPWR,li1,100.2800,95.2000,1.799949
FILLER_31_181,VPWR,li1,89.4700,95.2000,1.799949
FILLER_31_173,VPWR,li1,86.9400,95.2000,1.799950
FILLER_31_137,VPWR,li1,69.2300,95.2000,1.799953
FILLER_31_125,VPWR,li1,65.7800,95.2000,1.799954
FILLER_31_113,VPWR,li1,60.2600,95.2000,1.799958
FILLER_31_65,VPWR,li1,35.6500,95.2000,1.799975
FILLER_31_57,VPWR,li1,33.5800,95.2000,1.799977
FILLER_31_55,VPWR,li1,31.0500,95.2000,1.799981
FILLER_31_51,VPWR,li1,29.9000,95.2000,1.799981
FILLER_31_39,VPWR,li1,26.2200,95.2000,1.799984
FILLER_31_27,VPWR,li1,20.7000,95.2000,1.799990
FILLER_31_15,VPWR,li1,15.1800,95.2000,1.799990
FILLER_31_3,VPWR,li1,9.6600,95.2000,1.799990
FILLER_30_251,VPWR,li1,121.2100,95.2000,1.799949
FILLER_30_219,VPWR,li1,109.0200,95.2000,1.799949
FILLER_30_197,VPWR,li1,97.9800,95.2000,1.799949
FILLER_30_195,VPWR,li1,95.4500,95.2000,1.799949
FILLER_30_132,VPWR,li1,68.0800,95.2000,1.799953
FILLER_30_120,VPWR,li1,63.4800,95.2000,1.799955
FILLER_30_115,VPWR,li1,58.8800,95.2000,1.799958
FILLER_30_85,VPWR,li1,44.8500,95.2000,1.799968
FILLER_30_74,VPWR,li1,39.7900,95.2000,1.799972
FILLER_30_70,VPWR,li1,38.6400,95.2000,1.799972
FILLER_30_63,VPWR,li1,34.7300,95.2000,1.799977
FILLER_30_49,VPWR,li1,29.4400,95.2000,1.799981
FILLER_30_27,VPWR,li1,18.1700,95.2000,1.799990
FILLER_30_15,VPWR,li1,15.1800,95.2000,1.799990
FILLER_30_3,VPWR,li1,9.6600,95.2000,1.799990
FILLER_29_246,VPWR,li1,119.1400,89.7600,1.799954
FILLER_29_237,VPWR,li1,115.2300,89.7600,1.799954
FILLER_29_229,VPWR,li1,111.0900,89.7600,1.799954
FILLER_29_225,VPWR,li1,109.9400,89.7600,1.799954
FILLER_29_222,VPWR,li1,108.1000,89.7600,1.799954
FILLER_29_191,VPWR,li1,94.3000,89.7600,1.799954
FILLER_29_178,VPWR,li1,88.3200,89.7600,1.799954
FILLER_29_166,VPWR,li1,82.3400,89.7600,1.799954
FILLER_29_116,VPWR,li1,59.3400,89.7600,1.799960
FILLER_29_102,VPWR,li1,53.3600,89.7600,1.799964
FILLER_29_90,VPWR,li1,49.6800,89.7600,1.799965
FILLER_29_63,VPWR,li1,34.7300,89.7600,1.799977
FILLER_29_57,VPWR,li1,33.1200,89.7600,1.799977
FILLER_29_55,VPWR,li1,31.0500,89.7600,1.799980
FILLER_29_44,VPWR,li1,26.2200,89.7600,1.799984
FILLER_29_27,VPWR,li1,19.7800,89.7600,1.799989
FILLER_29_15,VPWR,li1,15.1800,89.7600,1.799989
FILLER_29_3,VPWR,li1,9.6600,89.7600,1.799989
FILLER_28_249,VPWR,li1,120.7500,89.7600,1.799954
FILLER_28_207,VPWR,li1,101.2000,89.7600,1.799954
FILLER_28_197,VPWR,li1,96.6000,89.7600,1.799954
FILLER_28_195,VPWR,li1,95.4500,89.7600,1.799954
FILLER_28_191,VPWR,li1,94.3000,89.7600,1.799954
FILLER_28_169,VPWR,li1,83.7200,89.7600,1.799954
FILLER_28_161,VPWR,li1,81.4200,89.7600,1.799954
FILLER_28_139,VPWR,li1,69.6900,89.7600,1.799955
FILLER_28_100,VPWR,li1,52.4400,89.7600,1.799964
FILLER_28_85,VPWR,li1,44.8500,89.7600,1.799968
FILLER_28_79,VPWR,li1,42.3200,89.7600,1.799969
FILLER_28_49,VPWR,li1,28.5200,89.7600,1.799982
FILLER_28_27,VPWR,li1,18.1700,89.7600,1.799989
FILLER_28_15,VPWR,li1,15.1800,89.7600,1.799989
FILLER_28_3,VPWR,li1,9.6600,89.7600,1.799989
FILLER_27_246,VPWR,li1,119.1400,84.3200,1.799989
FILLER_27_238,VPWR,li1,116.8400,84.3200,1.799989
FILLER_27_220,VPWR,li1,107.6400,84.3200,1.799989
FILLER_27_210,VPWR,li1,103.0400,84.3200,1.799989
FILLER_27_198,VPWR,li1,99.3600,84.3200,1.799989
FILLER_27_186,VPWR,li1,93.8400,84.3200,1.799989
FILLER_27_167,VPWR,li1,82.5700,84.3200,1.799989
FILLER_27_163,VPWR,li1,81.4200,84.3200,1.799989
FILLER_27_117,VPWR,li1,59.5700,84.3200,1.799991
FILLER_27_113,VPWR,li1,58.4200,84.3200,1.799991
FILLER_27_104,VPWR,li1,55.2000,84.3200,1.799992
FILLER_27_92,VPWR,li1,50.6000,84.3200,1.799992
FILLER_27_71,VPWR,li1,38.4100,84.3200,1.799994
FILLER_27_65,VPWR,li1,36.8000,84.3200,1.799994
FILLER_27_55,VPWR,li1,31.0500,84.3200,1.799995
FILLER_27_47,VPWR,li1,27.3700,84.3200,1.799996
FILLER_27_39,VPWR,li1,25.3000,84.3200,1.799997
FILLER_27_27,VPWR,li1,18.6300,84.3200,1.799998
FILLER_27_15,VPWR,li1,15.1800,84.3200,1.799998
FILLER_27_3,VPWR,li1,9.6600,84.3200,1.799998
FILLER_26_251,VPWR,li1,121.2100,84.3200,1.799989
FILLER_26_245,VPWR,li1,119.6000,84.3200,1.799989
FILLER_26_233,VPWR,li1,115.4600,84.3200,1.799989
FILLER_26_221,VPWR,li1,109.9400,84.3200,1.799989
FILLER_26_209,VPWR,li1,104.4200,84.3200,1.799989
FILLER_26_197,VPWR,li1,98.9000,84.3200,1.799989
FILLER_26_195,VPWR,li1,95.4500,84.3200,1.799989
FILLER_26_189,VPWR,li1,93.8400,84.3200,1.799989
FILLER_26_177,VPWR,li1,89.7000,84.3200,1.799989
FILLER_26_156,VPWR,li1,77.5100,84.3200,1.799989
FILLER_26_150,VPWR,li1,75.9000,84.3200,1.799990
FILLER_26_141,VPWR,li1,70.6100,84.3200,1.799990
FILLER_26_139,VPWR,li1,69.6900,84.3200,1.799990
FILLER_26_131,VPWR,li1,67.6200,84.3200,1.799990
FILLER_26_119,VPWR,li1,63.0200,84.3200,1.799991
FILLER_26_101,VPWR,li1,54.7400,84.3200,1.799992
FILLER_26_81,VPWR,li1,43.4700,84.3200,1.799993
FILLER_26_72,VPWR,li1,39.1000,84.3200,1.799994
FILLER_26_41,VPWR,li1,24.6100,84.3200,1.799997
FILLER_26_29,VPWR,li1,21.6200,84.3200,1.799998
FILLER_26_27,VPWR,li1,18.1700,84.3200,1.799998
FILLER_26_15,VPWR,li1,15.1800,84.3200,1.799998
FILLER_26_3,VPWR,li1,9.6600,84.3200,1.799998
FILLER_25_244,VPWR,li1,119.6000,78.8800,1.799994
FILLER_25_225,VPWR,li1,110.4000,78.8800,1.799994
FILLER_25_220,VPWR,li1,107.6400,78.8800,1.799994
FILLER_25_212,VPWR,li1,103.5000,78.8800,1.799994
FILLER_25_166,VPWR,li1,82.3400,78.8800,1.799994
FILLER_25_154,VPWR,li1,79.1200,78.8800,1.799994
FILLER_25_131,VPWR,li1,66.4700,78.8800,1.799994
FILLER_25_113,VPWR,li1,58.4200,78.8800,1.799994
FILLER_25_103,VPWR,li1,53.3600,78.8800,1.799995
FILLER_25_91,VPWR,li1,50.1400,78.8800,1.799995
FILLER_25_79,VPWR,li1,44.6200,78.8800,1.799996
FILLER_25_67,VPWR,li1,39.1000,78.8800,1.799997
FILLER_25_57,VPWR,li1,32.2000,78.8800,1.799997
FILLER_25_52,VPWR,li1,30.3600,78.8800,1.799998
FILLER_25_43,VPWR,li1,25.9900,78.8800,1.799998
FILLER_25_35,VPWR,li1,23.4600,78.8800,1.799999
FILLER_25_23,VPWR,li1,16.7900,78.8800,1.799999
FILLER_25_15,VPWR,li1,14.2600,78.8800,1.799999
FILLER_25_3,VPWR,li1,9.6600,78.8800,1.799999
FILLER_24_251,VPWR,li1,121.2100,78.8800,1.799994
FILLER_24_227,VPWR,li1,110.8600,78.8800,1.799994
FILLER_24_206,VPWR,li1,100.5100,78.8800,1.799994
FILLER_24_195,VPWR,li1,95.4500,78.8800,1.799994
FILLER_24_187,VPWR,li1,93.3800,78.8800,1.799994
FILLER_24_177,VPWR,li1,87.1700,78.8800,1.799994
FILLER_24_173,VPWR,li1,86.0200,78.8800,1.799994
FILLER_24_161,VPWR,li1,82.3400,78.8800,1.799994
FILLER_24_141,VPWR,li1,71.0700,78.8800,1.799994
FILLER_24_136,VPWR,li1,69.0000,78.8800,1.799994
FILLER_24_124,VPWR,li1,65.3200,78.8800,1.799994
FILLER_24_95,VPWR,li1,49.9100,78.8800,1.799995
FILLER_24_83,VPWR,li1,43.9300,78.8800,1.799996
FILLER_24_71,VPWR,li1,40.9400,78.8800,1.799996
FILLER_24_59,VPWR,li1,35.4200,78.8800,1.799997
FILLER_24_48,VPWR,li1,28.2900,78.8800,1.799998
FILLER_24_29,VPWR,li1,21.6200,78.8800,1.799999
FILLER_24_27,VPWR,li1,18.1700,78.8800,1.799999
FILLER_24_15,VPWR,li1,15.1800,78.8800,1.799999
FILLER_24_3,VPWR,li1,9.6600,78.8800,1.799999
FILLER_23_245,VPWR,li1,118.9100,73.4400,1.799980
FILLER_23_215,VPWR,li1,104.6500,73.4400,1.799980
FILLER_23_197,VPWR,li1,96.3700,73.4400,1.799980
FILLER_23_193,VPWR,li1,95.2200,73.4400,1.799980
FILLER_23_181,VPWR,li1,91.5400,73.4400,1.799980
FILLER_23_169,VPWR,li1,86.0200,73.4400,1.799980
FILLER_23_167,VPWR,li1,82.5700,73.4400,1.799980
FILLER_23_159,VPWR,li1,80.5000,73.4400,1.799980
FILLER_23_136,VPWR,li1,68.7700,73.4400,1.799981
FILLER_23_126,VPWR,li1,64.4000,73.4400,1.799981
FILLER_23_116,VPWR,li1,59.3400,73.4400,1.799981
FILLER_23_110,VPWR,li1,56.5800,73.4400,1.799982
FILLER_23_86,VPWR,li1,45.3100,73.4400,1.799984
FILLER_23_82,VPWR,li1,44.1600,73.4400,1.799984
FILLER_23_61,VPWR,li1,33.8100,73.4400,1.799989
FILLER_23_57,VPWR,li1,32.6600,73.4400,1.799989
FILLER_23_15,VPWR,li1,12.6500,73.4400,1.799994
FILLER_23_3,VPWR,li1,9.6600,73.4400,1.799994
FILLER_22_250,VPWR,li1,120.9800,73.4400,1.799980
FILLER_22_242,VPWR,li1,118.6800,73.4400,1.799980
FILLER_22_230,VPWR,li1,114.0800,73.4400,1.799980
FILLER_22_220,VPWR,li1,107.6400,73.4400,1.799980
FILLER_22_208,VPWR,li1,103.9600,73.4400,1.799980
FILLER_22_197,VPWR,li1,97.9800,73.4400,1.799980
FILLER_22_192,VPWR,li1,94.7600,73.4400,1.799980
FILLER_22_157,VPWR,li1,79.1200,73.4400,1.799980
FILLER_22_147,VPWR,li1,73.3700,73.4400,1.799980
FILLER_22_141,VPWR,li1,71.7600,73.4400,1.799980
FILLER_22_139,VPWR,li1,69.6900,73.4400,1.799981
FILLER_22_131,VPWR,li1,67.6200,73.4400,1.799981
FILLER_22_103,VPWR,li1,53.1300,73.4400,1.799982
FILLER_22_93,VPWR,li1,48.5300,73.4400,1.799983
FILLER_22_85,VPWR,li1,46.4600,73.4400,1.799983
FILLER_22_82,VPWR,li1,43.7000,73.4400,1.799984
FILLER_22_59,VPWR,li1,33.1200,73.4400,1.799989
FILLER_22_51,VPWR,li1,30.8200,73.4400,1.799989
FILLER_22_33,VPWR,li1,20.9300,73.4400,1.799994
FILLER_22_29,VPWR,li1,19.7800,73.4400,1.799994
FILLER_22_27,VPWR,li1,18.1700,73.4400,1.799994
FILLER_22_15,VPWR,li1,15.1800,73.4400,1.799994
FILLER_22_3,VPWR,li1,9.6600,73.4400,1.799994
FILLER_21_246,VPWR,li1,119.1400,68.0000,1.799960
FILLER_21_237,VPWR,li1,115.2300,68.0000,1.799960
FILLER_21_225,VPWR,li1,111.7800,68.0000,1.799960
FILLER_21_221,VPWR,li1,107.8700,68.0000,1.799960
FILLER_21_213,VPWR,li1,105.3400,68.0000,1.799960
FILLER_21_201,VPWR,li1,100.7400,68.0000,1.799960
FILLER_21_190,VPWR,li1,93.6100,68.0000,1.799960
FILLER_21_182,VPWR,li1,91.0800,68.0000,1.799960
FILLER_21_175,VPWR,li1,86.2500,68.0000,1.799960
FILLER_21_169,VPWR,li1,84.6400,68.0000,1.799960
FILLER_21_165,VPWR,li1,82.1100,68.0000,1.799960
FILLER_21_157,VPWR,li1,79.5800,68.0000,1.799960
FILLER_21_145,VPWR,li1,74.9800,68.0000,1.799960
FILLER_21_133,VPWR,li1,69.4600,68.0000,1.799960
FILLER_21_105,VPWR,li1,54.0500,68.0000,1.799965
FILLER_21_99,VPWR,li1,52.4400,68.0000,1.799968
FILLER_21_87,VPWR,li1,48.3000,68.0000,1.799970
